Provincia,Partido,Localidad,Link Indec,0-10 Mbps,+10-25 Mbps,+25-50 Mbps,+50-100 Mbps,+100-250 Mbps,+250-500 Mbps,+500-1024 Mbps,4000 Mbps,10000 Mbps,Otras_Velocidades,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,SATELITAL,WIMAX,WIRELESS,Otras_Tecnologias,Totales_Tecnologias
LA PAMPA,Caleu Caleu,Anzoategui,42014010,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,1,3
LA PAMPA,Caleu Caleu,La Adela,42014020,934.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,371,0,0,1,0,584,0,956
LA PAMPA,Capital,Anguil,42021010,500.0,0.0,88.0,163.0,0.0,45.0,0.0,0.0,0.0,67.0,0,138,0,298,1,0,367,65,869
LA PAMPA,Capital,Santa Rosa,42021020,19384.0,4802.0,22132.0,5089.0,7.0,551.0,8.0,0.0,0.0,9.0,1492,45819,64,4094,3,0,556,1,52029
LA PAMPA,Catriló,Catriló,42028010,734.0,136.0,350.0,23.0,0.0,0.0,0.0,0.0,0.0,330.0,0,541,1,704,2,0,0,327,1575
LA PAMPA,Catriló,La Gloria,42028020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0,0,0,0,0,0,0,24,24
LA PAMPA,Catriló,Lonquimay,42028030,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0,278,0,1,1,0,0,71,351
LA PAMPA,Catriló,Uriburu,42028040,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0,90,0,1,1,0,115,94,301
LA PAMPA,Chalileo,Santa Isabel,42049010,336.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2,0,1,0,819,0,822
LA PAMPA,Chapaleufú,Bernardo Larroude,42056010,561.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,110,1,0,463,0,575
LA PAMPA,Chapaleufú,Ceballos,42056020,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,91,0,93
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,215.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,251,0,252
LA PAMPA,Chapaleufú,Intendente Alvear,42056040,1186.0,258.0,108.0,43.0,1.0,0.0,0.0,0.0,0.0,4.0,67,613,1,606,1,0,297,1,1586
LA PAMPA,Chapaleufú,Sarah,42056050,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,16,0,18
LA PAMPA,Chapaleufú,Vértiz,42056060,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,107,0,107
LA PAMPA,Chical Co,La Humada,42063020,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,224,0,225
LA PAMPA,Conhelo,Conhelo,42035010,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,46,0,46
LA PAMPA,Conhelo,Eduardo Castex,42035020,1936.0,192.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,1257,1341,0,729,1,0,108,0,3436
LA PAMPA,Conhelo,Mauricio Mayer,42035030,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,30,0,31
LA PAMPA,Conhelo,Monte Nievas,42035040,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,45,0,46
LA PAMPA,Conhelo,Rucanelo,42035050,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,26,0,27
LA PAMPA,Conhelo,Winifreda,42035060,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,192,1,693,0,0,195,2,1083
LA PAMPA,Curacó,Gobernador Duval,42042010,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,105,0,106
LA PAMPA,Curacó,Puelches,42042020,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,100,0,101
LA PAMPA,Guatraché,Alpachiri,42070010,1.0,0.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,631,0,0,2,1,0,0,0,634
LA PAMPA,Guatraché,General Manuel J. Campos,42070020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,2,1,0,0,0,3
LA PAMPA,Guatraché,Guatraché,42070030,240.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,239,0,2,1,0,270,0,512
LA PAMPA,Guatraché,Perú,42070040,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,44,0,45
LA PAMPA,Guatraché,Santa Teresa,42070050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,2,0,0,0,0,2
LA PAMPA,Hucal,Abramo,42077010,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,69,0,70
LA PAMPA,Hucal,Bernasconi,42077020,705.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37,0,0,1,1,0,684,0,723
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,2,0,0,826,0,828
LA PAMPA,Hucal,Jacinto Arauz,42077050,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,631,0,0,2,2,0,76,0,711
LA PAMPA,Lihuel Calel,Cuchillo Co,42084010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,1,0,0,0,2
LA PAMPA,Limay Mahuida,La Reforma,42091010,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,67,0,68
LA PAMPA,Limay Mahuida,Limay Mahuida,42091020,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,23,0,24
LA PAMPA,Loventué,Carro Quemado,42098010,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,50,0,52
LA PAMPA,Loventué,Loventué,42098020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1
LA PAMPA,Loventué,Luan Toro,42098030,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,67,0,68
LA PAMPA,Loventué,Telén,42098040,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,198,0,200
LA PAMPA,Loventué,Victorica,42098050,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,2,1,0,482,0,485
LA PAMPA,Maracó,Agustoni,42105010,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,29,0,29
LA PAMPA,Maracó,Dorila,42105020,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,53,0,54
LA PAMPA,Maracó,General Pico,42105030,13512.0,3808.0,2439.0,1939.0,1290.0,0.0,0.0,0.0,0.0,10.0,2091,1,85,17423,1,0,3015,0,22616
LA PAMPA,Maracó,Speluzzi,42105040,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,41,0,42
LA PAMPA,Puelén,25 de Mayo,42112020,2223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,0,1026,0,0,1215,0,2241
LA PAMPA,Puelén,Casa De Piedra,42112005,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,80,0,80
LA PAMPA,Puelén,Puelén,42112010,62.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,129,0,131
LA PAMPA,Quemú Quemú,Colonia Barón,42119010,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,550,1,0,90,0,643
LA PAMPA,Quemú Quemú,Miguel Cané,42119030,1.0,118.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0,0,0,133,1,0,0,105,239
LA PAMPA,Quemú Quemú,Quemú Quemú,42119040,146.0,1012.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0,0,1,1098,1,0,143,113,1356
LA PAMPA,Quemú Quemú,Relmo,42119050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,0,0,0,0,0,26,26
LA PAMPA,Quemú Quemú,Villa Mirasol,42119060,175.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,169,0,169
LA PAMPA,Rancul,Caleufú,42126010,611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,350,0,2,2,0,0,0,354
LA PAMPA,Rancul,La Maruja,42126030,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,150,0,0,1,0,0,0,151
LA PAMPA,Rancul,Parera,42126040,613.0,94.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,508,1,0,228,1,738
LA PAMPA,Rancul,Quetrequén,42126060,129.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,155,0,157
LA PAMPA,Rancul,Rancul,42126070,861.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,201,2,0,652,18,873
LA PAMPA,Realicó,Adolfo Van Praet,42133010,41.0,13.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,1,0,57,0,64
LA PAMPA,Realicó,Alta Italia,42133020,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,0,0,0,1,0,463,0,464
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),42133030,75.0,29.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,2,0,0,113,0,115
LA PAMPA,Realicó,Embajador Martini,42133040,541.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,0,0,7,1,0,531,0,552
LA PAMPA,Realicó,Falucho,42133050,65.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,86,0,87
LA PAMPA,Realicó,Ingeniero Luiggi,42133060,1656.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,240,2,0,1418,0,1660
LA PAMPA,Realicó,Ojeda,42133070,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,8
LA PAMPA,Realicó,Realicó,42133080,1888.0,1194.0,315.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,133,0,1,2551,1,0,750,0,3436
LA PAMPA,Toay,Toay,42140020,2351.0,824.0,3188.0,554.0,0.0,7.0,0.0,0.0,0.0,2.0,219,5644,0,705,1,0,259,0,6828
LA PAMPA,Trenel,Arata,42147010,230.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,21,1,0,229,0,251
LA PAMPA,Trenel,Metileo,42147020,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,60,0,61
LA PAMPA,Trenel,Trenel,42147030,132.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67,0,0,1197,2,0,123,0,1389
LA PAMPA,Utracán,Ataliva Roca,42154010,337.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,2,1,0,382,0,385
LA PAMPA,Utracán,Chacharramendi,42154020,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,104,0,106
LA PAMPA,Utracán,Colonia Santa María,42154030,153.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,0,0,163,0,165
LA PAMPA,Utracán,General Acha,42154040,4159.0,710.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,206,2915,0,1462,2,0,333,23,4941
LA PAMPA,Utracán,Quehué,42154050,271.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,298,0,300
LA PAMPA,Utracán,Unanué,42154060,52.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,60,0,61
LA RIOJA,Arauco,Aimogasta,46007010,157.0,1589.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,2031,0,4,1,0,87,0,2194
LA RIOJA,Arauco,Estación Mazán,46007040,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,14,0,15
LA RIOJA,Arauco,Villa Mazán,46007050,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,156,0,156
LA RIOJA,Capital,La Rioja,46014010,2032.0,5450.0,36896.0,9612.0,137.0,4353.0,17.0,0.0,0.0,13.0,2207,36512,4,18712,3,0,1224,6,58668
LA RIOJA,Castro Barros,Aminga,46021010,3.0,171.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,158,0,1,0,0,17,0,176
LA RIOJA,Castro Barros,Anillaco,46021020,11.0,442.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,453,0,1,1,0,0,0,455
LA RIOJA,Castro Barros,Anjullón,46021030,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,0,1,0,0,64,0,109
LA RIOJA,Castro Barros,Chuquis,46021040,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39,0,0,0,0,0,0,39
LA RIOJA,Castro Barros,Los Molinos,46021050,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49,0,0,0,0,4,0,53
LA RIOJA,Castro Barros,Pinchas,46021060,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49,0,0,0,0,1,0,50
LA RIOJA,Castro Barros,San Pedro,46021070,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,0,0,0,0,45,0,73
LA RIOJA,Castro Barros,Santa Vera Cruz,46021080,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,5
LA RIOJA,Chamical,Chamical,46035010,148.0,2344.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,2963,0,8,1,0,9,0,3133
LA RIOJA,Chilecito,Chilecito,46042010,465.0,3383.0,1459.0,1862.0,0.0,2052.0,6.0,0.0,0.0,1.0,283,4483,0,4320,0,0,96,0,9182
LA RIOJA,Chilecito,Colonia Anguinán,46042020,1.0,202.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,161,0,1,0,0,69,0,231
LA RIOJA,Chilecito,Colonia Vichigasta,46042050,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1
LA RIOJA,Chilecito,La Puntilla,46042030,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1
LA RIOJA,Chilecito,Los Sarmientos,46042030,0.0,114.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,157,0,0,0,0,0,0,157
LA RIOJA,Chilecito,Malligasta,46042070,1.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,185,0,185
LA RIOJA,Chilecito,Nonogasta,46042090,47.0,707.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,824,0,1,1,0,6,0,884
LA RIOJA,Chilecito,San Miguel,46042030,0.0,50.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60,0,0,0,0,5,0,65
LA RIOJA,Chilecito,San Nicolás,46042100,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,7
LA RIOJA,Chilecito,Santa Florentina,46042110,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,7
LA RIOJA,Chilecito,Sañogasta,46042120,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,219,0,219
LA RIOJA,Chilecito,Tilimuqui,46042130,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,13,0,13
LA RIOJA,Chilecito,Vichigasta,46042140,30.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33,0,0,1,1,0,103,0,138
LA RIOJA,Coronel Felipe Varela,Aicuña,46028010,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,47,0,47
LA RIOJA,Coronel Felipe Varela,Guandacol,46028020,1.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,379,0,2,1,0,0,0,382
LA RIOJA,Coronel Felipe Varela,Los Palacios,46028030,1.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,107,0,107
LA RIOJA,Coronel Felipe Varela,Pagancillo,46028040,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,126,0,127
LA RIOJA,Coronel Felipe Varela,Santa Clara,46028010,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,41,0,41
LA RIOJA,Coronel Felipe Varela,Villa Unión,46028050,5.0,1206.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1122,0,3,1,0,258,0,1384
LA RIOJA,Famatina,Angulos,46049020,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,6
LA RIOJA,Famatina,Campanas,46049050,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,161,0,162
LA RIOJA,Famatina,Chañarmuyo,46049060,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,29,0,29
LA RIOJA,Famatina,Famatina,46049070,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202,0,2,0,0,5,0,209
LA RIOJA,Famatina,La Cuadra,46049080,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,22,0,22
LA RIOJA,Famatina,Pituil,46049090,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,153,0,153
LA RIOJA,Famatina,Santa Cruz,46049110,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,22,0,22
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,46056010,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,93,0,94
LA RIOJA,General Angel V. Peñaloza,Tama,46056020,6.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1,0,0,149,0,156
LA RIOJA,General Belgrano,Chañar,46063020,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,0,0,90,0,96
LA RIOJA,General Belgrano,Loma Blanca,46063030,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,2
LA RIOJA,General Belgrano,Olta,46063040,3.0,870.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1069,0,1,1,0,6,0,1077
LA RIOJA,General Juan F. Quiroga,Malanzán,46070010,0.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,347,0,348
LA RIOJA,General Juan F. Quiroga,Nácate,46070020,3.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,78,0,78
LA RIOJA,General Juan F. Quiroga,Portezuelo,46070030,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,227,0,228
LA RIOJA,General Juan F. Quiroga,San Antonio,46070040,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,33,0,33
LA RIOJA,General Lamadrid,Villa Castelli,46077010,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,255,0,256
LA RIOJA,General Ocampo,Ambil,46084010,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,34,0,34
LA RIOJA,General Ocampo,Milagro,46084030,0.0,640.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,813,0,1,0,0,0,0,814
LA RIOJA,General Ocampo,Santa Rita de Catuna,46084050,1.0,269.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,299,0,0,1,0,0,0,300
LA RIOJA,General San Martín,Ulapes,46091010,10.0,681.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,691,0,2,0,0,1,0,694
LA RIOJA,Independencia,Amaná,46105010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,2
LA RIOJA,Independencia,Patquía,46105020,16.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,1,0,0,279,0,296
LA RIOJA,Rosario Vera Peñaloza,Chepes,46112010,346.0,1494.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2312,0,3,1,0,373,0,2690
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,46112020,1.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,116,0,116
LA RIOJA,San Blas de los Sauces,Alpasinche,46119010,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,49,0,51
LA RIOJA,San Blas de los Sauces,Andolucas,46119010,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16,0,16
LA RIOJA,San Blas de los Sauces,Chaupihuasi,46119010,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16,0,16
LA RIOJA,San Blas de los Sauces,Cuipan,46119010,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,50,0,50
LA RIOJA,San Blas de los Sauces,Las Talas,46119010,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,42,0,43
LA RIOJA,San Blas de los Sauces,Los Robles,46119010,1.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,3,1,0,102,0,107
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,46119010,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,156,0,156
LA RIOJA,San Blas de los Sauces,San Blas,46119010,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,48,0,48
LA RIOJA,San Blas de los Sauces,Shaqui,46119010,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,73,0,74
LA RIOJA,Sanagasta,Villa Sanagasta,46126010,6.0,347.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,543,0,5,1,0,5,0,554
LA RIOJA,Vinchina,Villa San José de Vinchina,46098020,3.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,431,0,433
MENDOZA,Capital,Mendoza,50007010,6009.0,11843.0,80281.0,9103.0,122.0,4154.0,452.0,0.0,0.0,98.0,3496,60089,176,46497,13,0,2042,23,112336
MENDOZA,General Alvear,Bowen,50014010,92.0,13.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,68,1,0,0,0,95,0,164
MENDOZA,General Alvear,Carmensa,50014020,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,79,0,79
MENDOZA,General Alvear,General Alvear,50014030,5322.0,1832.0,2426.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,527,3543,1,2224,1,0,3385,33,9714
MENDOZA,Godoy Cruz,Gobernador Benegas,50021010,0.0,0.0,94.0,178.0,29.0,25.0,0.0,0.0,0.0,0.0,0,0,0,326,0,0,0,0,326
MENDOZA,Godoy Cruz,Godoy Cruz,50021010,4243.0,2552.0,24054.0,8447.0,221.0,2922.0,542.0,0.0,0.0,5.0,2110,10,84,39873,2,0,1012,11,43102
MENDOZA,Godoy Cruz,Las Tortugas,50021010,0.0,0.0,143.0,291.0,50.0,46.0,0.0,0.0,0.0,0.0,0,0,0,530,0,0,0,0,530
MENDOZA,Godoy Cruz,San Francisco Del Monte,50021010,9.0,0.0,40.0,83.0,23.0,17.0,0.0,0.0,0.0,0.0,0,0,0,164,0,0,0,0,164
MENDOZA,Godoy Cruz,Villa Hipodromo,50021010,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,0,0,0,6
MENDOZA,Guaymallén,Bermejo,50028030,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1
MENDOZA,Guaymallén,Colonia Segovia,50028010,142.0,0.0,30.0,45.0,0.0,36.0,8.0,0.0,0.0,0.0,0,0,0,119,0,0,142,0,261
MENDOZA,Guaymallén,Dorrego,50028030,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1
MENDOZA,Guaymallén,Guaymallén,50028020,5172.0,1922.0,23244.0,8043.0,0.0,2626.0,363.0,0.0,0.0,1.0,1210,2136,81,39884,0,0,1533,17,44861
MENDOZA,Guaymallén,Jesus Nazareno,50028050,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1
MENDOZA,Guaymallén,La Primavera,50028030,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0,0,0,0,0,27,0,27
MENDOZA,Guaymallén,Los Corralitos,50028040,76.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,22,0,2,0,1,0,49,0,74
MENDOZA,Guaymallén,Pedro Molina,50028030,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1
MENDOZA,Guaymallén,Puente de Hierro,50028050,675.0,597.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,778,0,3,0,0,0,116,0,897
MENDOZA,Guaymallén,Rodeo De La Cruz,50028010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1
